id,created,updated,action_id,user_id
8204,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12656,6515
8205,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12657,6515
8206,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13867,223
8207,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13868,223
8208,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13869,223
3322,2022-08-01 00:00:00+00,2022-10-06 01:30:09.339104+00,\N,6997
8209,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13919,3162
8210,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13921,3162
8211,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,14026,3162
8212,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13116,10091
8213,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13117,10082
8214,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13118,414
8215,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13119,414
8216,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13120,414
8217,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13272,9837
8218,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13606,3202
8219,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13607,3851
8220,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13608,12210
8221,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13613,4799
8222,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13063,13238
8223,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13064,13238
8224,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13168,13049
8225,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13170,8871
8226,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13765,223
8227,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13767,11580
8228,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13768,11580
8229,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,14018,1466
8230,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,14019,8932
8231,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12644,2251
8232,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13643,10545
8233,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13644,10545
8234,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13646,10545
8235,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13406,12464
8236,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13409,2905
8237,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12970,9837
8238,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13918,13116
8239,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13093,12464
8240,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13094,9496
8241,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13095,12063
8242,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13096,12063
8243,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13934,1466
8244,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13940,1396
8245,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13943,9502
8246,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13397,11580
8247,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13398,11580
8248,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13399,6190
8249,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13400,11580
8250,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13401,2251
8251,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13536,6515
8252,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12966,3202
8253,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13796,9837
8254,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13798,12063
8255,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13881,9326
8256,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13388,4269
8257,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13389,11111
8258,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13390,1586
8259,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13300,1586
8260,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13301,4269
8261,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12635,6492
8262,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12636,6492
8263,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12637,6492
8264,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12639,2824
8265,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13534,8871
8266,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12961,9837
8267,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12962,3385
8268,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13548,11111
8269,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13483,6776
8270,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13485,10082
8271,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13495,4670
8272,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13496,10082
8273,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13497,1763
8274,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13740,12362
8275,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13741,12362
8276,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13427,1950
8277,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13428,2344
8278,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13492,6776
8279,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13493,6451
8280,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13494,10082
8281,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13864,12210
8282,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13178,11111
8283,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13202,11111
8284,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13204,11111
8285,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13237,11111
8286,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13486,2686
8287,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13488,7658
8288,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13890,8842
8289,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13891,8842
8290,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13892,1160
8291,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13893,12578
8292,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13069,3385
8293,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13150,2251
8294,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13153,2251
8295,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13154,2251
8296,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13155,3202
8297,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13159,3202
8298,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13160,3202
8299,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13070,6576
8300,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13071,2824
8301,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13072,3385
8302,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13073,3385
8303,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,14015,12210
8304,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,14016,12210
8305,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13922,444
8306,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13923,3162
8307,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13924,3162
8308,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13136,2824
8309,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13882,9326
8310,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13989,4044
8311,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13991,6173
8312,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13192,1586
8313,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13194,3851
8314,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13291,1586
8315,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13292,414
8316,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13293,3851
8317,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13359,6776
8318,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13360,10082
8319,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13523,13049
8320,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13853,3385
8321,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12604,13238
8322,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12605,13238
8323,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12608,9837
8324,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12609,5302
8325,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12610,9837
8326,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12611,9837
8327,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12612,9837
8328,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12613,9837
8329,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12614,13238
8330,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13123,11111
8331,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13124,3385
8332,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13127,9837
8333,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13951,319
8334,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13952,4044
8335,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12981,10091
8336,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12983,414
3375,2022-08-01 00:00:00+00,2022-08-26 07:08:35.050403+00,\N,6957
3376,2022-08-01 00:00:00+00,2022-08-26 07:09:50.740669+00,\N,6957
3378,2022-08-01 00:00:00+00,2022-08-26 07:16:06.028326+00,\N,5867
3379,2022-08-01 00:00:00+00,2022-08-26 07:19:53.696739+00,\N,6957
3380,2022-08-01 00:00:00+00,2022-08-26 07:21:47.908729+00,\N,14084
3435,2022-08-01 00:00:00+00,2022-08-26 07:23:29.963573+00,\N,14084
3451,2022-08-01 00:00:00+00,2022-10-06 01:30:09.339154+00,\N,3404
8337,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12984,6492
8338,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12987,414
8339,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13220,6776
8340,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13221,2686
8341,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13241,6515
8342,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13242,10082
8343,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13243,10082
8344,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13244,12464
8345,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13819,8700
8346,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13821,3385
8347,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13822,3385
8348,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13823,3385
8349,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13701,10545
8350,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13702,10545
8351,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13712,3385
8352,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13784,9837
8353,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13949,1160
8354,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13950,13217
8355,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13955,9502
8356,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,14076,1160
8357,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13862,9702
8358,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13925,12210
8359,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13926,3162
8360,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13865,3162
8361,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13370,6515
8362,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13373,6515
8363,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13374,13049
8364,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13377,6776
8365,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13056,2686
8366,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13576,12210
8367,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13814,9502
8368,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13816,12210
8369,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12767,4224
8370,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13460,11111
8371,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13622,11111
8372,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13958,13511
8373,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13959,13217
8374,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13961,13217
8375,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13962,444
8376,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13963,8700
8377,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,14030,9517
8378,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,14035,9517
8379,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13777,9517
8380,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13778,9517
8381,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13872,2497
8382,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13873,9698
8383,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13875,8679
8384,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13715,9698
8385,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12660,2824
8386,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12661,2824
8387,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12662,9517
8388,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13173,1249
8389,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13879,319
8390,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13695,13217
8391,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13719,1091
8392,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13996,9326
8393,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13997,319
8394,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13998,319
8395,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13746,13217
8396,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12814,6515
8397,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13423,2686
8398,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13424,6190
8399,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13425,1466
8400,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13205,11150
8401,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13207,6776
8402,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13208,11150
8403,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13209,2686
8404,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13517,6515
8405,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13518,6515
8406,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13519,7764
8407,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13319,10082
8408,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13320,10082
8409,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13140,2686
8410,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13141,2686
8411,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13142,8529
8412,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13162,11150
8413,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13163,4269
8414,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13164,10082
8415,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13166,11150
8416,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13167,11150
8417,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13665,10545
8418,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13017,6515
8419,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13429,6515
8420,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13811,12327
8421,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13827,9502
8422,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13439,6515
8423,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13441,9837
8424,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13442,9837
8425,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13443,4283
8426,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13444,9837
8427,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13445,9837
8428,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13539,11111
8429,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13544,7764
8430,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13774,12063
8431,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13431,11111
8432,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13432,11111
8433,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13383,11111
8434,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13385,13511
8435,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13386,3385
8436,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13387,11111
8437,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13491,4269
8438,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13472,6776
8439,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13473,6776
8440,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13697,13049
8441,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13303,3233
8442,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13195,2905
8443,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13196,12794
8444,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13216,6776
8445,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13307,6515
8446,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13308,6515
8447,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13309,3453
8448,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13201,6308
8449,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13284,10082
8450,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13286,10082
8451,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13287,10082
8452,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13288,10082
8453,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13967,12210
8454,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13968,13217
8455,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13552,709
8456,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13555,709
8457,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13761,4799
8458,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13762,8700
3484,2022-08-01 00:00:00+00,2022-08-26 02:03:05.0449+00,\N,5867
3495,2022-08-01 00:00:00+00,2022-08-26 06:30:22.051571+00,\N,14084
3491,2022-08-01 00:00:00+00,2022-08-26 06:43:16.962639+00,\N,5867
3490,2022-08-01 00:00:00+00,2022-08-26 06:45:39.353774+00,\N,5867
3489,2022-08-01 00:00:00+00,2022-08-26 06:50:29.858469+00,\N,5867
3488,2022-08-01 00:00:00+00,2022-08-26 06:51:50.228702+00,\N,5867
3485,2022-08-01 00:00:00+00,2022-08-26 06:53:35.22974+00,\N,5867
3486,2022-08-01 00:00:00+00,2022-08-26 06:56:19.748811+00,\N,14084
3493,2022-08-01 00:00:00+00,2022-08-26 06:59:09.771324+00,\N,5867
3492,2022-08-01 00:00:00+00,2022-08-26 06:59:44.779291+00,\N,5867
3884,2022-08-01 00:00:00+00,2022-10-26 02:28:45.345663+00,\N,2350
3883,2022-08-01 00:00:00+00,2022-10-26 02:34:12.933004+00,\N,13381
3887,2022-08-01 00:00:00+00,2022-10-26 03:04:44.303449+00,\N,5276
8459,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13528,3851
8460,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13531,6308
8461,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13532,1586
8462,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13361,9517
8463,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13362,9517
8464,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13753,8700
8465,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13412,6515
8466,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13381,8416
8467,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13382,12210
8468,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,14050,4044
8469,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13564,13116
8470,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13834,414
8471,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13630,8932
8472,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12596,13575
8473,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12597,13575
8474,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13266,1586
8475,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13560,3202
8476,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13256,12063
8477,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13145,3453
8478,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13558,3453
8479,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13836,8700
8480,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13838,3385
8481,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13839,3385
8482,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13586,10082
8483,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13587,10082
8484,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13615,12210
8485,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13616,10545
8486,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,14057,13116
8487,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13364,9326
8488,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13262,1586
8489,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13264,1586
8490,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13392,9517
8491,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13395,9517
8492,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13789,1155
8493,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13790,1155
8494,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13791,10994
8495,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13793,3385
8496,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13794,3385
8497,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13947,1160
8498,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13969,1160
8499,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13970,1160
8500,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13971,12072
8501,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13694,12210
8502,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,14010,897
8503,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,14011,4632
8504,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13298,4645
8505,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13006,10491
8506,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13333,6515
8507,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13336,6515
8508,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13104,9991
8509,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13662,13217
8510,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13663,13217
8511,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13595,5245
8512,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13312,9991
8513,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13138,10491
8514,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13835,12464
8515,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13342,2344
8516,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12912,2824
8517,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12913,6515
8518,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,12914,2824
8519,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13048,6515
8520,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13049,6515
8521,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13050,4269
8522,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13051,6515
8523,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13844,3162
8524,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13846,13049
8525,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13840,13511
8526,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13841,13511
8527,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13842,9502
8528,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13843,9702
8529,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13724,12210
8530,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13725,12210
8531,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13726,12210
8532,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13727,12210
8533,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13728,12210
8534,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13729,12210
8535,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13730,12210
8536,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13731,12210
8537,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13100,414
8538,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,14013,12210
8539,2022-08-01 00:00:00+00,2022-08-01 00:00:00+00,13317,6190
